TeamID,MatchFk,B1Champ,B2Champ,B3Champ,B4Champ,B5Champ,R1Champ,R2Champ,R3Champ,R4Champ,R5Champ,BlueBaronKills,BlueRiftHeraldKills,BlueDragonKills,BlueTowerKills,BlueKills,RedBaronKills,RedRiftHeraldKills,RedDragonKills,RedTowerKills,RedKills,RedWin,BlueWin
13488,EUW1_7570098519,91,21,876,113,81,236,161,41,24,804,0,0,0,0,53,0,0,0,0,0,0,1
13489,EUW1_7570069029,86,799,90,236,96,141,15,497,122,106,0,0,0,0,49,0,0,0,0,0,0,1
13490,EUW1_7568577726,136,103,82,164,36,875,555,350,11,122,0,0,0,0,55,0,0,0,0,0,0,1
13491,EUW1_7568562666,427,41,53,518,234,110,33,104,161,84,0,0,0,0,62,0,0,0,0,0,0,1
13492,EUW1_7568547468,64,92,150,86,200,36,98,67,45,77,0,0,0,0,49,0,0,0,0,0,0,1
13493,EUW1_7568502551,221,800,427,51,266,30,113,800,875,420,0,0,0,0,59,0,0,0,0,0,0,1
13494,EUW1_7568475621,201,30,67,42,36,83,112,42,114,99,0,0,0,0,64,0,0,0,0,0,0,1
13495,EUW1_7568080638,19,107,7,91,201,41,166,75,22,89,0,0,0,0,58,0,0,0,0,0,0,1
13496,EUW1_7568055925,67,516,161,897,82,421,56,120,39,51,0,0,0,0,64,0,0,0,0,0,0,1
13497,EUW1_7567876568,711,238,245,222,127,901,516,50,161,41,0,0,0,0,57,0,0,0,0,0,0,1
13498,EUW1_7567860211,37,432,91,202,19,104,31,26,950,64,0,0,0,0,46,0,0,0,0,0,0,1
13499,EUW1_7567845986,12,412,63,83,25,54,59,61,14,34,0,0,0,0,56,0,0,0,0,0,0,1
13500,EUW1_7567830545,875,79,91,142,223,39,150,9,89,77,0,0,0,0,53,0,0,0,0,0,0,1
13501,EUW1_7570463024,143,233,78,8,83,54,7,103,96,429,0,0,0,0,53,0,0,0,0,0,0,1
13502,EUW1_7569312449,5,24,43,74,497,101,8,13,8,17,0,0,0,0,53,0,0,0,0,0,0,1
13503,EUW1_7569264547,25,7,86,76,110,51,84,888,901,429,0,0,0,0,54,0,0,0,0,0,0,1
13504,EUW1_7569229494,233,161,4,164,81,103,106,888,222,19,0,0,0,0,51,0,0,0,0,0,0,1
13505,EUW1_7569193057,31,201,19,804,55,18,38,203,143,555,0,0,0,0,61,0,0,0,0,0,0,1
13506,EUW1_7567119718,236,16,79,7,30,360,39,80,157,79,0,0,0,0,55,0,0,0,0,0,0,1
13507,EUW1_7567076188,68,107,96,432,81,234,7,222,37,12,0,0,0,0,46,0,0,0,0,0,0,1
13508,EUW1_7567046501,126,77,127,103,523,63,27,113,236,887,0,0,0,0,54,0,0,0,0,0,0,1
13509,EUW1_7567022818,39,145,96,80,59,2,7,24,107,523,0,0,0,0,55,0,0,0,0,0,0,1
13510,EUW1_7566984262,254,154,910,136,202,25,22,421,235,245,0,0,0,0,51,0,0,0,0,0,0,1
13511,EUW1_7566953038,90,121,875,33,131,8,36,85,21,61,0,0,0,0,50,0,0,0,0,0,0,1
13512,EUW1_7566920711,136,221,37,141,22,421,235,54,32,23,0,0,0,0,64,0,0,0,0,0,0,1
13513,EUW1_7566895664,4,901,201,27,429,141,421,238,498,157,0,0,0,0,52,0,0,0,0,0,0,1
13514,EUW1_7566265716,19,91,7,518,111,202,43,246,37,20,0,0,0,0,59,0,0,0,0,0,0,1
13515,EUW1_7566234236,32,55,240,83,888,154,222,517,202,92,0,0,0,0,67,0,0,0,0,0,0,1
13516,EUW1_7566206459,79,38,56,59,203,133,48,78,161,2,0,0,0,0,54,0,0,0,0,0,0,1
13517,EUW1_7566168158,24,2,14,15,13,67,30,4,119,30,0,0,0,0,50,0,0,0,0,0,0,1
13518,EUW1_7566141107,112,44,236,72,5,113,54,82,27,141,0,0,0,0,58,0,0,0,0,0,0,1
13519,EUW1_7566110618,80,201,517,516,2,7,360,56,69,40,0,0,0,0,55,0,0,0,0,0,0,1
13520,EUW1_7569448129,902,37,163,11,90,236,143,14,3,54,0,0,0,0,49,0,0,0,0,0,0,1
13521,EUW1_7569417214,80,45,166,12,901,223,711,523,34,202,0,0,0,0,66,0,0,0,0,0,0,1
13522,EUW1_7568305331,20,50,64,245,202,18,421,145,223,497,0,0,0,0,57,0,0,0,0,0,0,1
13523,EUW1_7560935511,202,222,63,85,121,142,799,202,222,421,0,0,0,0,57,0,0,0,0,0,0,1
13524,EUW1_7559751159,777,20,134,901,16,897,427,34,15,267,1,1,3,11,38,0,0,1,2,19,0,1
13525,EUW1_7557543108,80,13,800,267,200,4,223,12,38,50,0,0,0,0,56,0,0,0,0,0,0,1
13526,EUW1_7557504242,77,127,99,104,23,523,267,111,77,131,0,0,0,0,47,0,0,0,0,0,0,1
13527,EUW1_7550228691,9,54,75,555,119,31,800,89,80,131,0,0,0,0,61,0,0,0,0,0,0,1
13528,EUW1_7570657742,875,48,950,17,235,266,11,90,22,80,0,0,1,3,26,1,1,4,10,35,1,0
13529,EUW1_7570622546,78,35,90,119,497,82,233,799,222,800,0,1,4,7,34,0,0,0,1,9,0,1
13530,EUW1_7570481711,126,910,69,120,17,131,267,37,55,21,0,0,0,0,57,0,0,0,0,0,0,1
13531,EUW1_7570172209,106,555,77,221,107,19,110,3,432,800,0,0,0,0,62,0,0,0,0,0,0,1
13532,EUW1_7570156413,41,131,202,68,429,266,35,711,13,254,0,0,0,0,62,0,0,0,0,0,0,1
13533,EUW1_7570137893,7,164,120,115,105,517,246,14,2,133,0,0,0,0,48,0,0,0,0,0,0,1
13534,EUW1_7570106141,4,517,86,21,41,29,114,127,245,901,0,0,0,0,59,0,0,0,0,0,0,1
13535,EUW1_7570037608,122,267,32,161,32,5,91,105,131,222,0,0,0,0,51,0,0,0,0,0,0,1
13536,EUW1_7569935119,161,82,221,950,163,427,84,555,901,30,0,0,0,0,67,0,0,0,0,0,0,1
13537,EUW1_7569901518,42,266,777,53,432,800,8,89,18,72,0,0,0,0,66,0,0,0,0,0,0,1
13538,EUW1_7569872347,16,4,235,223,80,711,80,112,245,75,0,0,0,0,51,0,0,0,0,0,0,1
13539,EUW1_7569860051,246,268,121,77,34,54,29,12,21,85,0,0,0,0,58,0,0,0,0,0,0,1
13540,EUW1_7569847231,235,83,141,799,18,233,103,17,893,72,0,0,0,0,56,0,0,0,0,0,0,1
13541,EUW1_7569619391,8,72,875,44,64,777,92,266,31,59,0,0,0,0,56,0,0,0,0,0,0,1
13542,EUW1_7569598381,77,875,102,19,11,200,234,154,555,104,0,0,0,0,74,0,0,0,0,0,0,1
13543,EUW1_7569569453,143,77,53,68,800,54,33,7,30,133,0,0,0,0,62,0,0,0,0,0,0,1
13544,EUW1_7569482882,45,432,145,267,11,222,497,893,910,61,0,0,0,0,45,0,0,0,0,0,0,1
13545,EUW1_7569453810,233,37,145,901,526,17,82,63,105,897,0,0,0,0,50,0,0,0,0,0,0,1
13546,EUW1_7569402357,41,59,5,32,222,203,99,136,23,25,0,0,0,0,59,0,0,0,0,0,0,1
13547,EUW1_7569313717,136,120,131,20,136,950,11,96,80,429,0,0,0,0,54,0,0,0,0,0,0,1
13548,EUW1_7570076903,8,62,910,202,57,75,91,61,523,35,0,1,1,4,33,1,0,4,10,29,1,0
13549,EUW1_7569997089,26,62,50,22,161,80,91,134,119,111,1,0,4,8,42,1,1,1,5,45,0,1
13550,EUW1_7569957434,240,104,7,901,161,157,11,3,110,99,0,0,1,3,28,2,1,4,10,44,1,0
13551,EUW1_7569934682,133,36,950,360,60,6,107,134,145,518,1,1,4,10,31,0,0,0,4,19,0,1
13552,EUW1_7569630109,8,234,69,498,161,23,35,13,523,902,0,0,3,7,40,2,1,3,9,44,1,0
13553,EUW1_7569599783,75,91,13,202,43,126,121,38,236,412,0,0,2,3,40,2,1,3,9,54,1,0
13554,EUW1_7569553937,83,517,45,22,111,875,120,13,51,267,0,1,2,9,31,1,0,2,6,28,0,1
13555,EUW1_7569507760,14,107,38,901,223,58,143,13,222,53,1,0,2,9,45,0,1,3,5,35,0,1
13556,EUW1_7569414836,50,131,777,157,555,27,62,55,145,223,0,0,2,4,33,2,1,4,8,48,1,0
13557,EUW1_7569253459,31,77,246,22,201,164,64,893,15,432,2,1,2,5,45,1,0,5,10,55,1,0
13558,EUW1_7568932007,14,35,134,901,61,777,62,893,804,111,1,0,3,11,50,0,1,2,4,31,0,1
13559,EUW1_7568902875,875,24,268,222,17,106,154,7,145,526,0,1,3,8,27,0,0,1,2,29,0,1
13560,EUW1_7568858886,41,59,4,800,101,86,517,910,901,26,0,1,2,6,50,1,0,4,8,48,1,0
13561,EUW1_7568818262,517,238,13,22,53,62,245,163,145,497,2,0,3,9,53,0,1,2,7,31,0,1
13562,EUW1_7568344979,6,121,800,202,53,78,233,38,145,267,0,0,1,3,23,1,1,3,10,34,1,0
13563,EUW1_7568242889,106,9,166,236,267,19,104,61,22,201,0,0,1,3,16,1,1,3,11,34,1,0
13564,EUW1_7568193972,14,5,163,55,350,150,254,61,42,412,0,1,2,7,32,0,0,1,0,15,0,1
13565,EUW1_7568132095,516,234,7,51,143,92,59,800,96,902,1,1,4,10,27,0,0,0,2,8,0,1
13566,EUW1_7568082902,84,64,238,81,267,516,5,134,360,101,0,0,0,5,30,0,1,4,10,43,1,0
13567,EUW1_7570575607,63,51,555,516,895,875,517,72,24,150,0,0,0,0,58,0,0,0,0,0,0,1
13568,EUW1_7570527765,107,876,266,84,37,104,33,114,222,51,0,0,0,0,58,0,0,0,0,0,0,1
13569,EUW1_7570483750,267,800,101,876,133,59,55,38,777,157,0,0,0,0,65,0,0,0,0,0,0,1
13570,EUW1_7570449425,57,75,53,14,90,57,127,24,38,21,0,0,0,0,55,0,0,0,0,0,0,1
13571,EUW1_7570397197,236,31,23,28,804,112,83,143,16,875,0,0,0,0,63,0,0,0,0,0,0,1
13572,EUW1_7570360081,203,33,17,145,105,8,518,57,222,875,0,0,0,0,54,0,0,0,0,0,0,1
13573,EUW1_7570334127,202,267,893,102,96,57,432,9,22,893,0,0,0,0,54,0,0,0,0,0,0,1
13574,EUW1_7570297582,126,950,498,27,32,127,84,902,875,350,0,0,0,0,46,0,0,0,0,0,0,1
13575,EUW1_7570270816,27,69,30,92,33,236,254,17,115,238,0,0,0,0,65,0,0,0,0,0,0,1
13576,EUW1_7570237829,32,90,901,64,18,131,267,25,112,22,0,0,0,0,53,0,0,0,0,0,0,1
13577,EUW1_7569287709,6,360,48,104,147,20,51,145,223,107,0,0,0,0,58,0,0,0,0,0,0,1
13578,EUW1_7569258811,19,25,876,62,711,887,238,81,950,85,0,0,0,0,46,0,0,0,0,0,0,1
13579,EUW1_7569240524,78,893,14,102,27,32,893,53,55,99,0,0,0,0,63,0,0,0,0,0,0,1
13580,EUW1_7569160301,145,8,876,50,96,240,163,164,412,517,0,0,0,0,48,0,0,0,0,0,0,1
13581,EUW1_7569128881,126,30,895,54,142,45,30,5,145,897,0,0,0,0,62,0,0,0,0,0,0,1
13582,EUW1_7569110999,25,154,246,35,875,5,35,117,420,17,0,0,0,0,72,0,0,0,0,0,0,1
13583,EUW1_7568378382,53,119,804,57,555,63,222,81,80,526,0,0,0,0,57,0,0,0,0,0,0,1
13584,EUW1_7568344894,75,876,64,53,111,114,103,81,161,223,0,0,0,0,43,0,0,0,0,0,0,1
13585,EUW1_7568316153,427,67,11,102,122,86,43,106,222,127,0,0,0,0,51,0,0,0,0,0,0,1
13586,EUW1_7569622221,799,81,40,555,31,27,120,80,89,166,0,0,0,0,60,0,0,0,0,0,0,1
13587,EUW1_7569592372,202,76,35,17,3,516,266,36,64,4,0,0,0,0,75,0,0,0,0,0,0,1
13588,EUW1_7569572408,55,55,67,235,203,76,51,221,39,92,0,0,0,0,58,0,0,0,0,0,0,1
13589,EUW1_7569560893,92,222,799,110,121,420,133,63,15,10,0,0,0,0,48,0,0,0,0,0,0,1
13590,EUW1_7569534970,240,133,90,136,245,147,111,427,201,62,0,0,0,0,64,0,0,0,0,0,0,1
13591,EUW1_7568595425,50,141,63,63,115,121,30,19,82,39,0,0,0,0,58,0,0,0,0,0,0,1
13592,EUW1_7568587922,8,107,517,238,350,893,517,38,23,40,0,0,0,0,56,0,0,0,0,0,0,1
13593,EUW1_7568563537,32,78,8,31,145,22,145,33,163,43,0,0,0,0,60,0,0,0,0,0,0,1
13594,EUW1_7566319974,59,246,888,222,8,39,555,804,777,711,0,0,0,0,71,0,0,0,0,0,0,1
13595,EUW1_7566313705,117,48,22,901,112,115,92,15,63,107,0,0,0,0,61,0,0,0,0,0,0,1
13596,EUW1_7566262042,96,145,79,16,1,115,516,145,27,11,0,0,0,0,48,0,0,0,0,0,0,1
13597,EUW1_7566238359,84,91,75,950,2,19,238,79,804,55,0,0,0,0,37,0,0,0,0,0,0,1
13598,EUW1_7566221265,33,267,106,200,235,893,804,99,24,15,0,0,0,0,48,0,0,0,0,0,0,1
13599,EUW1_7566190773,86,26,81,89,897,147,35,17,235,43,0,0,0,0,53,0,0,0,0,0,0,1
13600,EUW1_7566143271,18,223,246,910,950,141,234,136,163,141,0,0,0,0,35,0,0,0,0,0,0,1
13601,EUW1_7563791949,115,164,53,67,799,81,516,133,23,122,0,0,0,0,65,0,0,0,0,0,0,1
13602,EUW1_7562602606,77,518,234,166,876,96,58,22,80,56,0,0,0,0,54,0,0,0,0,0,0,1
13603,EUW1_7562585861,429,517,516,516,21,99,234,102,107,96,0,0,0,0,44,0,0,0,0,0,0,1
13604,EUW1_7570422664,2,164,516,79,901,106,27,77,27,8,0,0,0,0,63,0,0,0,0,0,0,1
13605,EUW1_7570390264,11,30,69,102,103,200,45,53,75,55,0,0,0,0,59,0,0,0,0,0,0,1
13606,EUW1_7570353655,875,50,150,901,14,420,106,267,888,432,0,0,0,0,53,0,0,0,0,0,0,1
13607,EUW1_7570308585,13,893,24,106,101,268,112,2,38,36,0,0,0,0,73,0,0,0,0,0,0,1
13608,EUW1_7570285081,83,27,50,516,7,800,31,121,157,84,0,0,0,0,37,0,0,0,0,0,0,1
13609,EUW1_7570254821,20,55,164,105,22,14,126,27,238,235,0,0,0,0,62,0,0,0,0,0,0,1
13610,EUW1_7570219136,121,895,32,81,53,37,223,134,254,5,0,0,0,0,59,0,0,0,0,0,0,1
13611,EUW1_7570181187,412,114,33,12,10,154,67,245,106,268,0,0,0,0,50,0,0,0,0,0,0,1
13612,EUW1_7570158374,876,711,201,24,420,55,53,105,4,254,0,0,0,0,58,0,0,0,0,0,0,1
13613,EUW1_7570134200,21,18,875,64,51,901,36,62,80,54,0,0,0,8,24,0,0,0,0,11,0,1
13614,EUW1_7569423384,30,157,131,91,59,34,498,127,32,44,0,0,0,0,51,0,0,0,0,0,0,1
13615,EUW1_7569357325,54,221,516,518,266,24,136,246,12,104,0,0,0,0,53,0,0,0,0,0,0,1
13616,EUW1_7569338251,74,24,33,106,112,19,105,164,268,518,0,0,0,0,41,0,0,0,0,0,0,1
13617,EUW1_7569303185,11,201,81,432,136,804,35,800,950,50,0,0,0,0,49,0,0,0,0,0,0,1
13618,EUW1_7569178180,14,106,90,42,17,799,80,25,96,117,0,1,2,4,26,2,0,4,8,44,1,0
13619,EUW1_7569142933,76,134,876,1,101,50,106,74,9,74,0,0,0,0,46,0,0,0,0,0,0,1
13620,EUW1_7565657372,86,72,7,901,902,17,5,136,21,37,1,1,4,10,49,1,0,1,4,22,0,1
13621,EUW1_7564890939,98,141,90,202,161,240,24,518,523,43,1,1,4,9,41,0,0,1,3,24,0,1
13622,EUW1_7564783159,31,56,800,81,43,86,245,950,222,412,0,1,0,3,14,1,0,4,11,39,1,0
13623,EUW1_7569200942,57,11,39,115,31,113,804,51,5,27,0,0,0,0,58,0,0,0,0,0,0,1
13624,EUW1_7568209787,517,202,50,555,41,99,39,64,83,16,0,0,0,0,50,0,0,0,0,0,0,1
13625,EUW1_7568156892,110,14,143,85,17,43,164,122,143,72,0,0,0,0,64,0,0,0,0,0,0,1
13626,EUW1_7568077527,14,221,12,201,236,44,166,202,8,895,0,0,0,0,55,0,0,0,0,0,0,1
13627,EUW1_7568025428,6,245,254,12,39,37,76,31,17,58,0,0,0,0,56,0,0,0,0,0,0,1
13628,EUW1_7567998474,25,245,236,26,893,799,57,7,163,27,0,0,0,0,52,0,0,0,0,0,0,1
13629,EUW1_7567897311,875,74,799,106,77,133,99,90,103,203,0,0,0,0,52,0,0,0,0,0,0,1
13630,EUW1_7566068611,8,9,526,51,777,81,15,25,78,54,0,0,0,4,70,0,0,0,4,86,1,0
13631,EUW1_7566032079,222,79,23,89,18,38,84,35,28,114,0,0,0,0,61,0,0,0,0,0,0,1
13632,EUW1_7565986818,412,157,777,800,26,53,35,777,16,950,0,0,0,0,61,0,0,0,0,0,0,1
13633,EUW1_7565839952,79,164,223,30,24,53,412,127,234,23,0,0,0,0,66,0,0,0,0,0,0,1
13634,EUW1_7565791201,34,105,91,777,235,31,96,112,12,804,0,0,0,4,80,0,0,0,3,75,0,1
13635,EUW1_7565750136,89,81,134,254,41,51,497,202,37,221,0,0,0,0,69,0,0,0,0,0,0,1
13636,EUW1_7565628881,202,43,64,150,57,19,41,897,7,13,0,0,0,0,62,0,0,0,0,0,0,1
13637,EUW1_7565594299,201,804,223,164,516,112,10,266,36,24,0,0,0,0,62,0,0,0,0,0,0,1
13638,EUW1_7565552079,14,143,32,427,42,111,121,143,33,516,0,0,0,0,55,0,0,0,0,0,0,1
13639,EUW1_7565501898,234,19,2,11,117,4,799,30,43,105,0,0,0,0,45,0,0,0,0,0,0,1
13640,EUW1_7565326323,429,235,518,44,950,166,516,145,254,82,0,0,0,0,42,0,0,0,0,0,0,1
13641,EUW1_7565305217,142,267,69,89,131,221,122,6,555,136,0,0,0,0,58,0,0,0,0,0,0,1
13642,EUW1_7570376734,37,497,22,777,157,223,89,54,48,236,0,0,0,0,43,0,0,0,0,0,0,1
13643,EUW1_7570319030,50,64,90,51,134,106,98,8,102,875,0,0,0,0,50,0,0,0,0,0,0,1
13644,EUW1_7567260934,901,44,800,90,777,5,104,50,12,37,0,0,0,0,55,0,0,0,0,0,0,1
13645,EUW1_7567190588,78,238,89,25,421,141,6,19,498,516,0,0,0,0,61,0,0,0,0,0,0,1
13646,EUW1_7543384183,420,200,498,55,110,101,254,122,17,64,0,0,0,0,57,0,0,0,0,0,0,1
13647,EUW1_7543363067,12,910,92,238,240,25,223,78,40,427,0,0,0,0,53,0,0,0,0,0,0,1
13648,EUW1_7543346648,432,555,50,68,202,6,266,147,901,62,0,0,0,0,55,0,0,0,0,0,0,1
13649,EUW1_7543316260,99,48,235,28,107,36,17,234,44,360,0,0,0,0,64,0,0,0,0,0,0,1
13650,EUW1_7543270378,876,901,245,18,119,27,2,40,876,63,0,0,0,0,48,0,0,0,0,0,0,1
13651,EUW1_7540792947,117,110,4,83,60,136,121,28,85,11,0,0,0,0,53,0,0,0,0,0,0,1
13652,EUW1_7540699640,74,875,235,13,777,142,48,887,91,420,0,0,0,0,53,0,0,0,0,0,0,1
13653,EUW1_7540609018,20,74,154,114,910,910,202,85,113,141,0,0,0,0,57,0,0,0,0,0,0,1
13654,EUW1_7521730701,555,12,910,83,203,112,523,4,13,69,0,0,0,0,38,0,0,0,0,0,0,1
13655,EUW1_7521701849,238,92,14,21,74,18,432,6,41,78,0,0,0,0,54,0,0,0,0,0,0,1
13656,EUW1_7521677216,33,145,23,8,58,526,50,136,412,90,0,0,0,0,60,0,0,0,0,0,0,1
13657,EUW1_7521650875,240,26,35,245,18,114,79,875,157,54,0,0,0,0,54,0,0,0,0,0,0,1
13658,EUW1_7521628713,145,150,145,497,74,17,234,526,26,60,0,0,0,0,68,0,0,0,0,0,0,1
13659,EUW1_7521591273,91,950,58,6,910,13,516,63,893,8,0,0,0,0,53,0,0,0,0,0,0,1
13660,EUW1_7521556325,6,420,201,84,92,119,202,76,166,17,0,0,0,0,46,0,0,0,0,0,0,1
13661,EUW1_7570570049,240,35,90,15,412,75,950,910,110,80,0,1,3,11,37,0,0,0,4,19,0,1
13662,EUW1_7570507039,14,80,85,22,526,82,266,96,523,34,0,1,4,10,40,0,0,0,3,24,0,1
13663,EUW1_7570695981,27,68,119,5,67,888,30,133,875,22,0,0,0,0,72,0,0,0,0,0,0,1
13664,EUW1_7570681379,238,523,555,67,875,84,121,4,91,136,0,0,0,0,58,0,0,0,0,0,0,1
13665,EUW1_7570675520,555,90,40,30,222,18,55,7,92,78,0,0,0,0,57,0,0,0,0,0,0,1
13666,EUW1_7570467424,31,36,117,17,11,5,31,36,23,21,0,0,0,0,50,0,0,0,0,0,0,1
13667,EUW1_7570415251,777,45,19,497,86,804,134,55,777,126,0,0,0,0,55,0,0,0,0,0,0,1
13668,EUW1_7570382254,14,104,432,29,11,18,266,350,429,360,0,0,0,0,52,0,0,0,0,0,0,1
13669,EUW1_7570342536,202,21,48,202,114,67,80,30,126,43,0,0,0,0,48,0,0,0,0,0,0,1
13670,EUW1_7570296031,876,143,13,145,777,55,4,56,897,64,0,0,0,0,45,0,0,0,0,0,0,1
13671,EUW1_7570232776,26,83,27,50,51,143,41,113,157,429,0,0,0,0,56,0,0,0,0,0,0,1
13672,EUW1_7570204343,145,245,14,119,114,523,202,89,98,27,0,0,0,0,58,0,0,0,0,0,0,1
13673,EUW1_7570171009,202,55,101,75,31,111,875,78,876,43,0,0,0,0,87,0,0,0,0,0,0,1
13674,EUW1_7570141925,19,80,555,12,350,147,902,10,236,166,0,0,0,0,59,0,0,0,0,0,0,1
13675,EUW1_7570114403,222,517,19,122,50,117,110,89,90,11,0,0,0,0,53,0,0,0,0,0,0,1
13676,EUW1_7570082879,54,19,19,85,50,63,84,888,14,111,0,0,0,0,48,0,0,0,0,0,0,1
13677,EUW1_7569937655,887,76,777,4,75,427,799,29,79,16,0,0,0,0,47,0,0,0,0,0,0,1
13678,EUW1_7569926504,221,13,53,99,526,36,126,134,32,555,0,0,0,0,56,0,0,0,0,0,0,1
13679,EUW1_7569900003,115,800,43,104,105,90,131,113,267,15,0,0,0,0,53,0,0,0,0,0,0,1
13680,EUW1_7569665941,427,43,25,25,161,81,6,114,201,21,0,0,0,0,36,0,0,0,0,0,0,1
13681,EUW1_7569656632,154,25,10,420,38,517,50,55,30,526,0,0,0,0,35,0,0,0,0,0,0,1
13682,EUW1_7570430985,115,235,90,81,36,360,432,800,76,154,0,0,0,2,37,0,0,0,4,44,1,0
13683,EUW1_7570413572,145,90,6,157,497,92,21,526,166,63,0,0,0,1,38,0,0,0,2,45,1,0
13684,EUW1_7570337751,27,131,55,222,161,76,154,8,895,117,0,1,3,6,35,1,0,2,9,41,1,0
13685,EUW1_7570283784,223,254,13,15,43,76,154,8,895,902,0,0,2,3,14,1,1,2,11,31,1,0
13686,EUW1_7570232437,86,62,161,15,902,48,154,8,895,111,0,0,0,3,15,1,1,4,9,25,1,0
13687,EUW1_7570188552,54,121,7,222,40,14,11,147,96,902,0,0,1,0,19,1,1,3,11,32,1,0
13688,EUW1_7570137430,54,24,34,18,147,56,876,61,22,902,0,0,0,1,9,0,1,3,10,26,1,0
13689,EUW1_7569473481,4,115,516,36,526,45,78,25,43,2,0,0,0,0,64,0,0,0,0,0,0,1
13690,EUW1_7569439716,21,150,427,799,420,59,24,804,99,110,0,0,0,0,60,0,0,0,0,0,0,1
13691,EUW1_7569408364,235,9,105,38,27,200,85,777,2,1,0,0,0,0,61,0,0,0,0,0,0,1
13692,EUW1_7569372129,106,74,141,136,14,902,22,887,117,18,0,0,0,0,56,0,0,0,0,0,0,1
13693,EUW1_7569184340,202,150,18,24,516,57,35,30,98,147,0,0,0,4,69,0,0,0,0,59,0,1
13694,EUW1_7568287841,246,127,30,90,122,53,80,91,154,115,0,0,0,3,83,0,0,0,1,66,0,1
13695,EUW1_7568265794,58,27,18,63,420,13,75,161,10,350,0,0,0,4,40,0,0,0,0,32,0,1
13696,EUW1_7568217278,111,91,101,235,43,53,897,142,22,9,0,0,0,1,53,0,0,0,4,58,1,0
13697,EUW1_7568121944,10,62,90,18,147,164,107,4,804,267,1,0,1,9,25,0,1,3,5,24,0,1
13698,EUW1_7568026295,101,45,223,202,51,96,32,25,246,113,0,0,0,4,69,0,0,0,2,52,0,1
13699,EUW1_7567341384,145,21,105,60,122,104,910,350,55,233,0,0,0,2,56,0,0,0,4,65,1,0
13700,EUW1_7567314031,8,67,41,4,19,12,26,20,92,111,0,0,0,1,45,0,0,0,4,57,1,0
13701,EUW1_7570706162,157,54,114,44,99,2,895,53,76,887,0,0,0,0,51,0,0,0,0,0,0,1
13702,EUW1_7570694822,21,111,517,777,35,143,5,267,526,32,0,0,0,0,52,0,0,0,0,0,0,1
13703,EUW1_7570681552,77,267,10,133,75,234,48,77,57,222,0,0,0,0,40,0,0,0,0,0,0,1
13704,EUW1_7570668970,876,2,35,119,246,102,134,77,33,222,0,0,0,0,46,0,0,0,0,0,0,1
13705,EUW1_7570640570,107,57,41,875,893,27,96,3,950,799,0,0,0,0,61,0,0,0,0,0,0,1
13706,EUW1_7570609119,10,54,555,74,203,10,60,44,40,67,0,0,0,0,45,0,0,0,0,0,0,1
13707,EUW1_7570574397,63,145,31,142,3,893,5,238,39,517,0,0,0,0,66,0,0,0,0,0,0,1
13708,EUW1_7570543868,53,75,142,516,777,38,14,222,98,523,0,0,0,0,46,0,0,0,0,0,0,1
13709,EUW1_7570479269,43,44,14,92,43,147,895,142,267,20,0,0,0,0,71,0,0,0,0,0,0,1
13710,EUW1_7570438910,91,115,34,555,78,136,63,8,69,429,0,0,0,0,37,0,0,0,0,0,0,1
13711,EUW1_7570408120,28,31,31,59,875,35,143,107,2,111,0,0,0,0,62,0,0,0,0,0,0,1
13712,EUW1_7570383823,799,28,421,51,50,42,126,40,157,11,0,0,0,0,67,0,0,0,0,0,0,1
13713,EUW1_7570352510,8,147,31,122,154,254,136,14,421,25,0,0,0,0,68,0,0,0,0,0,0,1
13714,EUW1_7570319691,147,412,92,429,901,81,76,36,64,3,0,0,0,0,56,0,0,0,0,0,0,1
13715,EUW1_7570278854,117,777,498,44,54,90,27,350,9,412,0,0,0,0,60,0,0,0,0,0,0,1
13716,EUW1_7570252471,35,238,34,82,10,119,19,163,62,1,0,0,0,0,47,0,0,0,0,0,0,1
13717,EUW1_7570153126,17,427,53,57,55,6,50,23,117,51,0,0,0,0,41,0,0,0,0,0,0,1
13718,EUW1_7570116453,103,59,78,32,497,96,30,19,777,122,0,0,0,0,74,0,0,0,0,0,0,1
13719,EUW1_7570090704,27,106,238,41,81,31,18,89,427,76,0,0,0,0,61,0,0,0,0,0,0,1
13720,EUW1_7570058711,141,115,86,37,104,350,360,5,91,136,0,0,0,0,58,0,0,0,0,0,0,1
13721,EUW1_7570557772,18,202,92,43,121,16,145,245,236,145,0,0,0,0,42,0,0,0,0,0,0,1
13722,EUW1_7570532785,238,516,902,96,69,33,360,804,54,268,0,0,0,0,69,0,0,0,0,0,0,1
13723,EUW1_7570506775,497,432,432,40,81,8,10,14,901,25,0,0,0,0,52,0,0,0,0,0,0,1
13724,EUW1_7570446406,64,81,12,8,77,245,222,53,4,516,0,0,0,0,50,0,0,0,0,0,0,1
13725,EUW1_7570427526,5,114,887,5,96,104,893,223,234,223,0,0,0,0,51,0,0,0,0,0,0,1
13726,EUW1_7570367662,58,875,78,104,711,14,245,893,42,120,0,0,0,0,66,0,0,0,0,0,0,1
13727,EUW1_7570248975,51,106,246,518,516,113,39,3,74,77,0,0,0,0,45,0,0,0,0,0,0,1
13728,EUW1_7570202082,115,887,1,1,268,75,19,50,888,114,0,0,0,0,59,0,0,0,0,0,0,1
13729,EUW1_7570169279,67,38,107,17,254,37,117,245,107,29,0,0,0,0,50,0,0,0,0,0,0,1
